artist,song,lyrics,flg
YUKI,砂漠に咲いた花,砂漠に咲いた花　ためらいを　潤すなら　流れに身を委ね　航海も悪くはない　　さあ、でかけよう　右瞳の奥　未知なる空　広く　流るる　まだ見ぬ君よ　すべての日々に　愛されるように　私の中の小さな太陽　愛されるように　願ってるよ　　哀しい出来事に　なす術も　ないまま泣き　うれしい出来事に　ほほえんで　かみしめてく　　さあ、でかけよう　右手のひら　幸せを恐れない　強く　失くした歌も　遠い想い出も　愛されるように　私の中の小さな太陽　許されるように　願ってるよ　　まだ見ぬ君よ　すべての日々に　愛されるように　　私の中の小さな太陽　愛されるように　失くした歌も　遠い想い出も　愛されるように　願ってるよ,0
YUKI,さようなら、おかえり,今は昔　少年がいました　ひねもす野原　駆け回って虫を採る　遊んだ帰り道は　宵待草の匂いがします　転んでもまた起き上がる　未熟なれど男です　薫るる風と逃げ水　短い髪を清らかに撫でる　追いかけたけれど　紅の夕日に消える　また会えるかな　さようなら、おかえり　時は流れ　少年は大人に成る　本当や嘘　優しさの意味を知る　しわしわの掌を離れてひとり旅に出ます　自分で選ぶ分かれ道　見せておくれ心意気　夕立ち雲と約束　泣きたい時に交わす合言葉　思い出せなくて　潮騒の詩に尋ねる　小さな僕の姿は見えない　かおるるかぜとにげみず　みじかいかみをきよらかになでる　おいかけたけれど　くれないのゆうひにきえる　またあえるかな　さようなら、おかえり,0
YUKI,サヨナラダンス,どしゃ降りの中　今も泣きそうだ　主役はいない　恋の歌　あの日はサンデー　噂のタトゥー　罠だってわかってても　止められなかったの　　サヨナラダンス　踊るよ　ひとりぼっちの仔犬も　見てるよ　サヨナラダンス　あなたを　うまく忘れよう　期待したのは　私の方だ　　夏の落雷　痛いくらい　２人焦がして　永遠のような　キスしたのに　肩に漂う香り　わずかな“ベビードール”　うそつき！　でもあなたの声、好きだったわ。　　サヨナラダンス　踊るよ　地球もダンス　回るよ　サヨナラダンス　踊るよ　お別れよ　グッバイ　忘れられたなら　グットタイム　サヨナラダンス　踊るよ　ひとりぼっちの仔犬も　見てるよ　サヨナラダンス　あなたのためだけの私　サヨナラダンス　踊るよ　ひとりでダンス　踊るよ　サヨナラダンス　踊るよ　地球もダンス　回るよ,0
YUKI,さよならバイスタンダー,川沿いを走る電車の音　うつむいて咲く向日葵の色　夕焼けがしましまのボーダーになる　「ありがとう」って君が言うたんび　泣きそうな気持ちになるのはなんでだ　子供みたいにさ　涙なら冷蔵庫に置いてきたはずだ　勝ってうれしい　はないちもんめ　あの娘がほしい　　さよならバイスタンダー　僕らは歩いて行く　この道行きの最後が　天国か　そこらじゃあないとしても　ただの君と笑って立っていたいよ　誇らしさとか　願いとか　希望とか　もっと　ずっと　持ち合わせとくよ　こわくて　こわくて　こわくて沈みそうでも　あの娘に誓うよ　　錆びついて壊れてるシェルター　何度でも隠れてみたけど　頭隠して尻隠さずってやつさ　当たり前は当たり前じゃない　才能は途中で生まれない　何故か最初から決まってる　額から汗が流れて目に沁みて痛い　負けてくやしい　はないちもんめ　あの娘じゃあわからん　　さよならバイスタンダー　今まで歩いてきた　つたない文字の無邪気な足取りが　間違いだらけだとしても　夜は明けた　大きな声で叫ぶよ　慎ましさとか　孤独とか　空しさを　もっと知って愛されていくよ　こわくて　こわくて　こわくて投げ出したくても　僕は　僕に誓うよ　　さよならバイスタンダー　僕らは歩いて行く　この道行きの最後が　天国か　そこらじゃあないとしても　ただの君と笑って立っていたいよ　誇らしさとか　願いとか　希望とか　もっと　ずっと　持ち合わせとくよ　守るよ　守るよ　僕の全てを捧げ　目の前の君に　誓うよ,0
YUKI,Sunday Service,朝靄走るキャンピングカー In the Highway　手を叩いては冒険だ High 5　なんだか眠くない　お腹満たされて良くない？　まだ6ペンスあるんだ My Wife　左の靴に Something 4 four　幸せになるなら派手にトライ　凝らせリトルアイ　廻るキャンドルライト　飛べフライヤー　遊べフィッシャーマンの古びたスウェーター　燃えろパッションブルー Be high on　Everybody needs a Sunday sky　火は絶やさないキャンプファイヤー Fire　抱きよせてくれ強引に Going　脱いでも寒くない　むしろ全然だるくない？　マダガスカルの空にも Monsoon　ひげのサンタクロースに Ho！ Ho！　マングローブの上から派手にダイヴ ジングルベル　内緒よバタフライ　唄うクワイヤー　栄光のプレッシャー　負けないでブラザー　吠えろイスタンブール Be high on　Everybody needs a Sunday sky　こぼれ落ちて　灰に埋もれても　口笛吹いて呼んでみてよ　楽園のチキンレース　気を付けてね　夜明けのディスコ　廻るキャンドルライト　飛べフライヤー　遊べフィッシャーマンの古びたスウェーター　燃えろパッションブルー Be high on　Everybody needs a Sunday sky　言えなかった「さようなら」さえも　雨の滴で書いているよ　理由や責任を知らないふりをして　君に会いたいよ　こぼれ落ちて　灰に埋もれても　口笛吹いて呼んでみてよ　楽園のチキンレース　気を付けてね　夜明けのディスコ,0
YUKI,Sunday Girl,高い空　見上げてたら　いつの間にか　ほら　こんな場所　ネオンサイン　ひとっ飛び　気が付けば　ボーダーライン　素顔でスマイル　追いつけないよ　ウランバートルで　待ち合わせ　Sunday Girl　いつもごきげん　(Sunday Girl　Sunday Girl)　Sunday Girl　今日はどこへでも　Sunday Girl　飲茶　ひとり食べてたら　いつの間にか　ほら　こんな場所　なぜ僕らは忘れてしまう　お別れはいつも突然だと　ああ　優しくしたいだけなのさ　青い海を飛び越えておいでよ　Sunday Girl　僕のメロディ　(Sunday Girl　Sunday Girl)　Sunday Girl　ひねもす歩こう　Sunday Girl　Sunday Girl　いつもごきげん　(Sunday Girl　Sunday Girl)　Sunday Girl　今日はどこまでも　(Sunday Girl　Sunday Girl)　Sunday Girl　僕のメロディ　Sunday Girl,0
YUKI,しのびこみたい,ひとつめのパン屋さんを曲がる　勇気を出して終電　透明ね　抱いてよ未来　よこしまな態度を横目に　古びた革のスーツケース　賢明ね　言い訳もない　静寂に　ワン・ツー・スリー・フォー・ファイブ　靴鳴らすビート　ふわり浮かぶ夜空　答えは　曖昧 meets 後悔　チョークの粉　手についたまんまで　しのびこみたい　FLASH　飛んでる夢の間に間に　刺してよ　愛の棘　FLASH　胸が痛い　ちくちく　優しくしなくちゃね　オリジナルのEP持ってドアを叩くウィークエンド　幸いね　相当リラックス　内緒で交わす口づけの後ろめたさを知って　もがいてる　かわいい青二才　退屈よ　ワン・ツー・スリー・フォー・ファイブ　指鳴らす　ダンス上手く踊れないの　ふたりなら低空飛行でフライ　お昼休みが終わらないうちに　しのびこみたい　FRESH　赤い血　湯気の間に間に　騒ぐの　愛の棘　FRESH　慰めに侘び寂び　楽しめなくちゃね　FLASH　飛んでる夢の間に間に　刺してよ　愛の棘　FLASH　胸が痛い　ちくちく　優しくしなくちゃね,0
YUKI,the end of shite,"I'm here for, I'm here for　for you baby　I never counted it how many times　We've been through all this shit around us　　2人裸みたい　そう　太陽の下で　思い切り　愛し合う　Ah,ha,ha　　Oh darlin' I remember, keep thinkin' bout me　Forget it baby, if I see this world is really ending, I love you　　ねえ見て　もっと触れてみてよ　知ってる　あたしの奥の方までずっと　好きにしていいの　Ah,ha,ha",0
YUKI,just life! all right!,"まず　私の隣で　君がお皿を洗う　メレンゲは泡の白で　角を立てる　良い感じ　イエーイ　甘い桃とリキュール　トゥゲザ　美味しいチェリーも　よそえば　よく冷やして　トライ　一緒だと　瞬きも　忘れるほどに　食べられるよ　一緒なら　失敗作だって　まだ　Eat again　愛してる　オーライ　3度のごはんよりも　愛してる　オーライ　なんて言い過ぎだけど　自分より大切に想う　幸せをスープに煮込んだ　熱いよ　あついよ　愛してる　オーライ　愛してる　オーライ　さぁさぁさぁ　私の上を　黄金のバターが滑る　香しい　フランベの炎　ハート燃やす　胸を焦がして　ふたつの火交わる　フォーエバ　キッスの魔法にかかれば　抱き合って　フライ　一緒だと　パスタのアルデンテ　忘れるほどに　食べられるよ　一緒なら　ソルト&ペッパーだけでも　Eat again?　just life! all right!　ただの毎日だけど　just life! all right!　明日がやってくる　奇跡　大好きと　時々　やきもちを　お砂糖とリンゴで煮詰めた　熱いよ　あまあいよ　just life! all right!　just life! all right?　Baby corn and carrot　tomato, onion, green beans and spinach　cream cheese and LOVE　愛してる　オーライ　3度のごはんよりも　愛してる　オーライ　なんて言い過ぎだけど　自分より大切に想う　幸せをスープに煮込んだ　熱いよ　あっついよ　愛してる　オーライ　愛してる　オーライ",0
YUKI,17才,雨上がりの線路の上は　失くした想い出へとつながってる　ひらべったい毎日は続き生きる罪を重ねている　誰にも言えないわ…　泣かないでひたむきな17才の私よ　最後の望みをつなげるの　　君は世界を見るんだ　今よりもっと遠く　追いかけて　おそくはないわ　呼んだのは　うそじゃないんだ　君に魔法をかけるんだ　ダビデュビダデュビ・ダ　そこには何が見えたんだ?　　飛べるわ　　大好きな夕焼けのオレンジ色が　もう12年も変わらずきれいだったよ　振り返らず　前だけ向いて　歩いてゆく　君が見える　誰にも言わないわ…　恋人の痛みをさよならの理由を　　秘密を抱えて　でかけるの　君は世界を見るんだ　光もその影も　受けとめて　かみしめていれば　君に魔法をかけるんだ　ダビデュビダデュビ・ダ　そこには愛が見えたんだ　　飛べるわ　　裸足のままの君を見つけた　大きな声で　泣き叫んでる　想像は夢を越えて　喜びに　あふれだしてる　君の世界は広いんだ!　今よりもっと大きい!　たくましく、ほこらしくいれば!!　君の世界を見るんだ　光も、その影も。　伝えていくLOVE　　君は世界を見るんだ　今よりもっと遠く　追いかけて　おそくはないわ　呼んだのは　うそじゃないんだ　君に魔法をかけるんだ 　ダビデュビ・ダデュビ・ダ　そこには　愛が　見えたんだ!　飛べるわ　飛べるわ　飛べるわ　でておいで。あたしを見て。,0
YUKI,JOY,いつも口からでまかせばっかり喋ってる　イエス、ノー　どちらでもないこともあるでしょう　いつだって世界はわたしを楽しくさせて　いつか動かなくなる時まで遊んでね　しゃくしゃく余裕で暮らしたい　約束だって守りたい　誰かを愛すことなんて　本当はとても簡単だ　ずいぶん遠くまで流れ流れてせつないんです　大切な思い出さえ忘れていきそうです　確かな君に会いたい　百年先も傍にいたい　どんなに離れ離れでも　ふたりをつなぐ呪文は J・O・Y　樫の木が揺れる日は、すぐに思い出してね。私を。　いつも口からでまかせばっかり喋ってる　運命は必然じゃなく偶然で出来てる　いつまでたってもわかんない　約束だって破りたい　誰かを愛すことなんて　時々とても困難だ　確かな君に会いたい　百年先も傍にいたい　どんなに離れ離れでも　ふたりをつなぐ呪文は J・O・Y　死ぬまでドキドキしたいわ　死ぬまでワクワクしたいわ,1
YUKI,Jodi Wideman,Hey Jodi　忘れはしないわ　真夜中　抜け出した日を　Hey Jodi　思い出してる　あの頃の　2人の夢を　エニィタイム ダンス　ベッドに横たわる君は　ソー ビューティ　美しい笑顔　ノートに描き写したのに　グッバイ　バイバイ　夢の中で　手を繋いで　シークレットなデート　サラウンドにキス　踊れ　最大のダンスフロア　レリゴー　踊れ　こわいくらいに　ハイなタイトスカートの中　シークレットなデート　サラウンドにキス　踊れ　最大のダンスフロア　レリゴー　踊れ　こわいくらいに　Don't get back　Don't get back　Don't get back　Go Jodi　上手くやれてるの？　陽炎　小さく揺れる　Go Jodi　指切りをしたあの頃に　バイバイ,0
YUKI,スウィートセブンティーン,目の前　急ぐ　あのバス　追って　風に膨らむ　白いシャツ　眩しくて　あの娘は　デリケイト　今夜　星が降りたら　秘密のアゲハを　見せてあげよう　隠れて　青い果実の匂い　澄まして　悪巧み　遊ぼうよ　スウィート　セブンティーン　訳も無く　笑う　季節に　スウィート　セブンティーン　訳も無く　溢れてくる　力　　解けない　謎は　そのまま　放っておけない　宇宙の骨まで　透けて　見える　上手くいかない恋ほどに　追いかけてしまうの　さようなら　スウィート　セブンティーン　訳も無く　逸る気持ち　スウィート　セブンティーン　訳も無く　溢れてくる　涙　声は　千切れて　消えた　君とは　もう　会えない　わかってるよ　遊ぼうよ　スウィート　セブンティーン　訳も無く　笑う　季節に　スウィート　セブンティーン　分かれ道　迷う頃に　アタシは　生まれる　スウィート　セブンティーン　訳も無く　逸る気持ち　スウィート　セブンティーン　訳も無く　溢れてくる　力,0
YUKI,好きってなんだろう…涙,好きってなんだろう…涙　向こうみずなライオン　ハンサムね　急いで毛繕いをして　「人生なんて、夢だと思え」　僕らは生きてる　だから哀しいんだ　　不幸中の幸い　経験値は上昇　苦い恋をして　「大事な事、そうはないのさ」　僕らは生きてる　だから嬉しいんだ　　派手な服で遊び　誰かと憂さ晴らしして　笑いたければ笑えばいい　行き先ならユートピア　ユートピア　　高なる胸の音　美味しい空気を食べて　空に手が届きそう　手が届きそう　嘘だ　橙色　選ぶのは　理屈じゃないわ　運命　触りたいのに理由はない　理由などないわ　抱いて　　You drive me crazy　猛ダッシュ！！　猛ダッシュ！！　Make some NOISE！！　　不幸中の幸い　不幸中の幸い　不幸中の幸い　不幸中の幸い　　好きってなんだろう…涙　好きってなんだろう…涙　好きってなんだろう？,0
YUKI,スタンドアップ！シスター,始まるわシスター　声上げて　パジャマのままで　祈りましょう　汚れないもの　失くさないよう　犯した罪を　許せますよう　　急がないで　愛されることに　　立ち上がれ　レコードの溝から　タフな世界で　サバイブするの!　立ち上がれ　火をつけたげるから　ふるわせるのは　心のヒダ　　枕のフリル　海鳴りの夢　幼き日々は　あのままで　お金だけでは　満たされないわ　やりたいことに　さからえないわ　　カミナップ　スタンドアップ!シスター　世話焼きの優しきマザー　カミナップ　ゲットアップ　シスター　　立ち上がれ　スカートのプリーツから　ひらいた胸で　さあ!ダイブするの!　立ち上がれ　火をつけたげるから　踊らせるのは　光る音だ　　カミナップ　スタンドアップ!シスター　すぐにあきらめないわ　カミナップ　ゲットアップ　シスター　カミナップ　スタンドアップ!シスター　世話焼きの優しきマザー　カミナップ　ゲットアップ　シスター　　立ち上がれ　私がついてるわ　笑えないのは　雨のせいじゃないわ　生き残れ　遊びを続けよう　美しいのは　流す涙　　立ち上がれ　レコードの溝から　タフな世界で　サバイブするの!　立ち上がれ　火をつけたげるから　ふるわせるのは　心のヒダ　　始まるわシスター　声上げて　パジャマのままで,0
YUKI,STARMANN,水しぶきが奏でるメロディ　真夜中の電話が歌いだす　Ring Ring Ring　背中に這う影に恋をした　夜空を突き抜け　聴こえるその声は　You！　切なくて　でも懐かしい　憧れる　不思議な力　STARMANN　24/7　迷子のステップで踊ろう　Stay by my side　あなたの瞳には旅立ちの唄　STARMANN　いつも　いつでもそばで　わたしもそばで　踊らせて　夕日を黒く塗り潰せば　絶え間なく溢れる涙　Cry Cry Cry　初めて見る海によく似た　夢よりも甘く　ささやくその声は　You！　眩しくて　手を振れば遠く　輝いて　瞬く星座　STARMANN　24/7　最後のステージは　おめかしをして　歌いたい　あなたのキスは一握の砂　STARMANN　いつか　光を超えて　わたしを空へ　連れ出して　You！　愛しさに　波はくり返す　呼び覚ませ　不思議な力　STARMANN　24/7　迷子のステップで踊ろう　Stay by my side　あなたの瞳には旅立ちの唄　STARMANN　24/7　最後のステージは　おめかしをして　歌いたい　あなたのキスは一握の砂　STARMANN　いつも　いつでもそばで　わたしもそばで　踊らせて　水しぶきが奏でるメロディ　真夜中の電話が歌いだす　Ring Ring Ring,0
YUKI,ストロベリー,神様は教えてくれた　神様は此処にいてくれた　させないわ　思い通りに　つかれた胃を　ねじ伏せるように　あたしの実を食べ　でたらめ踊って　何よりストロベリー　　赤くなる　赤くなる　わくわくする　恋より素敵ね　近くなる　近くなる　あなたとの距離はなくなる　神様は教えてくれたんだ　　まぶたには　虹のイヤリング　悪夢だわ　もう　戻れないわ　裸足の乙女よ　つられて笑うよ　誰よりストロベリー　　若くなる　若くなる　探し物は意外に近くにある　見たくなる　見たくなる　明日吹く風はどこへ行くの　　赤くなる　赤くなる　わくわくする　恋より素敵ね　近くなる　近くなる　あなたとの距離はなくなる　神様は　此処に　いてくれた,0
YUKI,スリーエンジェルス,“天にまします我らがガッド　願わくば皆を…”　煩わしてる声帯炎　期待外れの大団円　話したい　キスしたい　ママは長電話で口内炎　日曜日には教会へ　赦されるならハッピーエンド　でも　罪深い私は　Judaにもなれない女子高生　“天にまします我らがガッド　願わくば皆を…救い給え”イエス…　スリーエンジェルスが夢の国　連れ出して　また歌い出した　腕を広げながら空へ　ライク・ア・プレイヤー　祈りながら　まだ祈りながら　笑っちゃうわ　ストーリー　ひとりも救えないの　がっかりだわ　スリーエンジェルス　もう迎えに来てよ　また歌い出して　青い空を見せて　したい　起こしたい　ワンダー　ア・リトル・ワンダー　煩わしてる声帯炎　期待外れの大団円　期待はずれのハッピーエンド？　イエス…　スリーエンジェルスが夢の国　連れ出して　また歌い出した　腕を広げながら空へ　ライク・ア・プレイヤー　祈りながら　まだ祈りながら　笑っちゃうわ　ストーリー　ひとりも救えないの　がっかりだわ　スリーエンジェルス　もう迎えに来てよ　また歌い出して　青い空を見せて　したい　起こしたい　ワンダー　ア・リトル・ワンダー,0
YUKI,世界はただ、輝いて,自分にかけてしまった呪いから　光の河越えてくサマーツアー　Hello!をさけび　ひとつぶの惑星に乗って　イエーイ　手ぶらのまま虹をわたり　急いで次の街まで旅立つポップスター　サヨナラダンスを踊る　日々も意味も君も忘れて　花火のように　消えてしまうから　離ればなれさ　立ち上がれ!シスター　抱きしめたい　このメロディを　こんな気持ち　うまく言えないよ　バンドマン　歌ってよ　子供のように　ランナウェイ　ランナウェイ　飛べるんだ　A seeds of JOY　長い夢　あの汽車に乗って　ワンダーラインでランデヴー　逢えるんだ　大丈夫　上手くいくさ　夢を見るのは悪くないさ　大丈夫　上手くやるのさ　ふくらましてよ　イマジネーション　そして　うたうたいは荒野を進む　哀しい気分なんて　ベイビー　吹き飛ばしてやるんだ　ハロー&グッバイ　バンドマン　歌ってよ　子供のように　ランナウェイ　ランナウェイ　動くんだ　ハミングバード　うれしくって抱きあうよ　世界はただ、輝いて　踊るんだ,0
YUKI,センチメンタルジャーニー,おそれないで感じよう　ムダなものは　捨ててゆこう　照れながら　イエスタデイ　歌えば　こぶしの花　言えなかった言葉を　くり返しては　苦笑い　桃色のホホに　口唇　近づけてみてよ　それは青い春　　野生の鳥　乱れて飛び　いつか　また　うちへ帰ろう　追い風に乗り　終わらぬ旅　線路の花　ゆれているよ　逆さまに愛してるって　言われたら涙がホロリでたよ　　新しい私達は　ふくらんだ胸の奥深く　上等のユーモアと　勇気を持ちあわせてる　かくれないで　ここへ来て　最後まで　見届けてみよう　夢を持っているだけで　ごはんもおいしく食べられる　そして大人になる　　抱きあったり　キスをしたり　いつもと変わらない景色を　愛しく想おう　せつない旅　雨にふられ　風に踊ろう　さよならは言わないで　いつかまたどこかで　逢えるかしら　　それは青い春　　野生の鳥　乱れて飛び　いつか　また　うちへ帰ろう　追い風に乗り　終わらぬ旅　線路の花　ゆれているよ　南から風が吹いた　すぐに行くわ　待っててね　抱きあったり　キスをしたり　いつもと変わらない景色を　愛しく想おう　せつない旅　雨にふられ　風にゆれよう　さよならは言わないで　いつかまたどこかで 逢えるかしら,0
YUKI,相思相愛,アイビートラッドなスタイルで　どセクシーなゲーム　ハッチバックはフルに乱用　派手にドライヴだ　最悪のセンス　離れ離れはナンセンス　いつだってスカイダイヴしているようなハイになる　君を愛している　僕はいつも泣きそうだ　相思相愛の理想形を　戸棚の上　ドアの影　探して歩いた　相思相愛の理想形は　えぐって暴いても　美しい詩だったよ　そう思うだろう?　誰だってふがいない自分を知るのさ　そのキスが教えてくれる　僕はいつも最強だ　相思相愛の理想形を　風に吹かれ　雨に濡れ　探して歩いた　相思相愛の理想形は　大地の上　しっかり根を張る　草や木のようだよ　そう思うんだ　教科書の隅に踊る　アナーキスティックフェイズな殴り書き　吠える　もう楽になってもいいんだよ　君に逢えたから　君に愛されたから　そう思うだろう?　相思相愛の理想形を　戸棚の上　ドアの影　探して歩いた　相思相愛の理想形は　えぐって暴いても　美しい詩だったよ　そう思うだろう?　君に逢えたから　そう思うだろう?,0
YUKI,卒業,制服の胸のボタンを　下級生たちにねだられ　頭かきながら逃げるのね　ほんとは嬉しいくせして　　人気ない午後の教室で　机にイニシャル彫るあなた　やめて　想い出を刻むのは　心だけにしてとつぶやいた　　離れても電話するよと　小指差し出して言うけど　守れそうにない約束は　しない方がいい　ごめんね　　セーラーの薄いスカーフで　止まった時間を結びたい　だけど東京で変ってく　あなたの未来は縛れない　　ああ　卒業式で泣かないと　冷たい人と言われそう　でも　もっと哀しい瞬間に　涙はとっておきたいの　　席順が変わりあなたの　隣の娘にさえ妬いたわ　いたずらに髪をひっぱられ　怒ってる裏で　はしゃいだ　　駅までの遠い道のりを　はじめて黙って歩いたね　反対のホームに立つ二人　時の電車がいま引き裂いた　　ああ　卒業しても友だちね　それは嘘では無いけれど　でも　過ぎる季節に流されて　逢えないことも知っている　　ああ　卒業式で泣かないと　冷たい人と言われそう　でも　もっと哀しい瞬間に　涙はとっておきたいの,0
YUKI,ただいま,涙がこぼれてしまいそうだ　闇を照らす　訳知り顔　星明かり　ただいま　峠の我が家　筆不精な僕を許しておくれ　ありがとう　うれしいわ　古いレコードと　ビーズの首飾り　旅路の面影　今なら言えそうな気がした　甘く苦い　ワインのような夜更けに　身体を確かめるのだ　僕の癖を真似て　笑わせておくれ　さようなら　言わないで　グレーのジャケットも　ブーツも隠しちゃうよ　ほら太陽が昇る頃　きれいに　爪を切る　時計をちらり見る　2人は　きっと上手くいくよ　さあ　大きく手を振ろう　涙がこぼれてしまわぬよう　遠い空の下で君のことばかり　ただいま　峠の我が家　筆不精な僕を許しておくれ,0
YUKI,誰でもロンリー,楽しそうに笑って　誰でもロンリー　恋焦がれ　sorry　星を待ってる　待ってる　待ってる…　あの娘にも　この娘にも足りない　僕にも足りない　良妻賢母　ねずみ達が　夢　薄利多売　情けは要らない　オーダーメイド　甘いリズムで　壊れかけのレディオ　誰も知らない夜明けを目指す　ださいダンシングクイーン押しのけて　奈落から這い上がれ　誰かのアイドル　フリースタイルはお手のもの　上手く淹れられないよ　濃いめのコーヒー　誰でもロンリー　恋焦がれ　sorry　目指すよ　オンリーワン　誰かのオンリー　レシピはいたってシンプル　なのに味わいは深くてワンダー　どこかで聴いた声　多分　ごはんだよと私を呼ぶ母さん　甘いリズムで　壊れかけのレディオ　誰も知らない夜明けを目指す　めまい大前提の　Shall we dance？　奈落から這い上がれ　あなたもアイドル　チャンピオンベルト携えて　上手く巻けない訳は　涙の勝利　ダンシングクイーン押しのけて　奈落から這い上がれ　誰かのアイドル　フリースタイルはお手のもの　上手く淹れられないよ　濃いめのコーヒー　誰でもロンリー　恋焦がれ　sorry　目指すよ　オンリーワン　誰かのオンリー　ださいダンシングクイーン押しのけて　奈落から這い上がれ　誰かのアイドル　フリースタイルはお手のもの　上手く淹れられないよ　濃いめのコーヒー　誰でもロンリー　恋焦がれ　sorry　目指すよ　オンリーワン　誰かのオンリー　誰かの　オンリーワン　誰でもロンリー　目指すよ　オンリーワン,1
YUKI,ダーリン待って,ダーリン待って　さっきから1mmも動けないよ　怖くなっている　ダーリン最低ね　期待している　あたし　いつまでも友達なんかじゃいられない　2人ぼっち　いつも　思いがけないの　例えば　あたしの掌を　小さなてんとう虫が歩いていって　赤と黒の斑点　乾いた土　恋しくっても　例えば　あたしのみぞおちあたりに　大きな穴が空いてしまって　風がビュービュー吹き抜けて　その先が　ユートピアじゃなくても　ダーリン　そばで小さくなる息のひとつひとつを　拾い上げて温めて　その綺麗なあなたの耳の形　ダーリン　何ひとつ覚えていたいよ　目を凝らしていよう　心を鏡みたいにしていよう　さよならの代わりに　塗りつぶされたカレンダー　季節はまた変わるけれど　私の髪も伸びるけれど　右足よ　前に進め　左足よ　前に進め　あなたの歌を数える　あなたの歌を数える　1、2、3、4　ダーリン　待って　さっきから1mmも動けない　怖くなっている　ダーリン最低ね　期待しているの　あたし　いつまでも友達なんかじゃいられないよ　忘れられないよ,0
YUKI,チャイニーズガール,わざわざ逢いに船に乗り　あなたを夢見今日(トゥデイ)　片手で漕ぐオール重くなる　あなたが居ないから重くなる　沈むわ　チャイニーズガール　三つ編みで　チャイニーズガール　旅に出る　何処まで行くのさ　ああ!チャイニーズガール　白い肌　チャイニーズガール　接吻許しておくれよ　未だ見ぬ遠い国　未だ見ぬあなたを夢見て　Chinese girl　船は行く　遺した母のはからいが　夜露に濡れていた　迷いは捨てたはずなのに　煙る霧に前が見えなくなる　揺れるわ　チャイニーズガール　探して　チャイニーズガール　汚れる　覚悟が要るのさ　ああ!チャイニーズガール　瞳に　チャイニーズガール　僕だけ映しておくれよ　帰らぬ約束　絹の白い枕を濡らして　夜は更けていく　　濃霧瀰漫 不見前程　沒關係ﾛ馬　當然 我是堅強的女人　不達夢想彼岸 不會停止航行　直到 和他相逢　　進むわ　チャイニーズガール　三つ編みで　チャイニーズガール　旅に出る　何処まで行くのさ　ああ!チャイニーズガール　白い肌　チャイニーズガール　接吻許しておくれよ　未だ見ぬ遠い国　未だ見ぬあなたを夢見て　Chinese girl　船は行く　帰らぬ約束　帰らぬ想い出集めて　Chinese girl　船は行く,0
YUKI,チャイム,あなたの声が聞きたいの　心より身体で感じたいの　どこにいても私達はひとつで　ひとつだから哀しい時でも一緒なの　そうね　出会い散々見逃して　さよなら上手く出来なくて　あの唄の続きは何だ？　藁にも縋る思い　つないでる手でも　背中合わせしていても　「愛してる」って聞こえてる　私達　地獄耳　新しいあなたと分かち合いたいわ　裸のまんま聞かせてよ　胸のチャイム　鳴らせ　モーニング　「失くすもの」なんか何にもなかったのに　いつのまにか「守りたい」が増えていた　あなたが不意に私の世界に現れて　嬉しくても涙が出ることを教えてくれた　そうね？　若くもなく老いてもいない　だけど　ドキドキがうるさい　不可能の定義は何だ？　ご褒美が欲しい　叶わない恋にも　ささくれた指にも　「大丈夫」って聞こえてる　私達　地獄耳　騒がしいあなたと分かり合いたいの　振り返れば私の道がある　踊るように　くたびれた白いシャツが　呑み込まれる　ゴミだらけ　交差点　地面から高くジャンプをすれば　こわくないよ　生まれたての風に乗れ　つないでる手でも　背中合わせしていても　「愛してる」って聞こえてる　私達　地獄耳　新しいあなたと分かち合いたいわ　裸のまんま聞かせてよ　胸のチャイム　鳴らす　モーニング　グッ　グッ　グッドモーニング,0
YUKI,チューインガム,泣かないでプレーリー　ギンガムのスカーフが揺れてる　横顔はもう誰かのものなの？　嘘だろう？　利かないよブレーキ　この恋の行方占う　神様も匙投げて歌うのは　ハレルヤ！　五臓六腑に Rock　に染み込む　見栄っ張りの雨　ねえ DJ　あの娘に届けてこの想い　リクエストは “I wanna be your boyfriend”　笑ってよプレーリー　新しいスケートボード見せてあげる　肩並べ　チューインガム噛みたいな　噛みたいな　明日夢から覚めれば　君は腕の中　ストロベリーチップス　そんでレモンソーダ　そう味が無くなるまで　ハイになるよりも　ギリギリのチークを踊ろう　横顔はまだ誰かのものなの？　嘘だろう？　そりゃないぜクレイジー！　ギンガムのスカーフが飛んでく　仲直り　チューインガム膨らんだ　膨らんだ　泣かないでプレーリー　利かないよブレーキ　笑ってよプレーリー　君の心の扉を　ノック　ノック　ノック　ノック　ノック　したいよ　ノック　ノック　ノック　ノック　ノック　したいよ　ノック　ノック　ノック　ノック　したいよ,0
